Facility Code,Facility Name,Province,County,District,Division,Type,Owner,Location,Sub Location,Description of Location,Constituency,Nearest Town,Beds,Cots,Official Address,Town,In Charge,Job Title of in Charge,Open 24 Hours,Open Weekends,Operational Status
11132,Ultra Sound & X-Ray Clinic,Central,Kirinyaga,Kirinyaga Central,Central,Radiology Unit,Private Enterprise (Institution),Kerugoya,Kaguyu,Opposite Kerugoya District hospital,KERUGOYA/KUTUS,Kerugoya,0.0,0.0,Unknown,Unknown,Florence Muthike,Medical Superintendant,N,N,Operational
20999,Ulu Dispensary,Eastern,Makueni,Mukaa,Ngaamba,Dispensary,Ministry of Health,Ngaamba,Ulu,NaN,KILOME,Ulu Market,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N/A,N/A,Not-Operational
14158,Ulungo Dispensary,Nyanza,Siaya,Bondo,Usigu,Dispensary,Ministry of Health,N Yimbo,Bar Kanyango,NaN,BONDO,Nyamonye,1.0,0.0, ,Unknown,Luka Kiptanui,Unknown,N,N,Operational
13799,Uluthe Dispensary,Nyanza,Siaya,Ugunja,Ugunja,Dispensary,Ministry of Health,South Ugenya,Masiro,NaN,UGENYA,Masiro Market,0.0,0.0,Unknown,Unknown,Mr.Okello,Nursing Officer in Charge,N,N,Operational
16791,Umala Dispensary,Nyanza,Siaya,Siaya,Karemo,Dispensary,Ministry of Health,Karemo,Yenga,NaN,ALEGO,Siaya,0.0,0.0,Unknown,Unknown,Sarah Luswetti,Nursing Officer in Charge,N,N,Operational
20398,Umbrella Health Clinic,Nyanza,Kisumu,Nyando,Kadibo,Medical Clinic,Private Enterprise (Institution),West Kochieng,Nyamware,NaN,NYANDO,Unknown,0.0,0.0,P.O Box 20,Rabuor,Sharon Auma Mboya,Clinical Officer,N,N,Operational
17530,Umer Dispensary,Nyanza,Siaya,Ugenya,Sihay,Dispensary,Ministry of Health,Ukwala,Kathieno A,NaN,UGENYA,Bara Ober ,0.0,0.0,Unknown,Unknown,Evans Onyango,Nursing Officer in Charge,N,N,Operational
19607,Umma CBO,Nairobi,Nairobi,Kamukunji,NaN,Medical Centre,Humanitarian Agencies,NaN,NaN,NaN,KAMUKUNJI,Unknown,5.0,1.0,Unknown,Unknown,Unknown,Unknown,Y,Y,Operational
13240,Umoja Health Centre,Nairobi,Nairobi,Embakasi West,Embakasi,Health Centre,Local Authority,Umoja,Umoja,Next to Umoja Market Opposite Umoja Catholic Church,EMBAKASI WEST,Burubru,0.0,0.0,P.O Box 30108,Buruburu,Rodgers Mwandembe,Nursing Officer in Charge,N,N,Operational
13241,Umoja Hospital,Nairobi,Nairobi,Embakasi West,Embakasi,Other Hospital,Private Enterprise (Institution),Umoja,Umoja,NaN,EMBAKASI WEST,Nairobi,8.0,1.0,Unknown,Unknown,Unknown,Unknown,N,N,Operational
20187,Umoja III Medical Centre(Njiru),Nairobi,Nairobi,Embakasi West,Kariobangi South,Medical Clinic,Private Practice - Clinical Officer,Kariobangi South,Umoja III,off kangundo road past East apartments near PCMA church,EMBAKASI WEST,KCC,0.0,0.0,Unknown,Unknown,Kelvi Otieno,Clinical Officer,N,Y,Operational
11133,Umoja Medical Clinic,Central,Murang'a,Gatanga,Gatanga,Medical Clinic,Private Enterprise (Institution),Gatanga,Gatanga,NaN,GATANGA,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N,N,Operational
15760,Umoja Medical Clinic (Eldoret West),Rift Valley,Uasin Gishu,Eldoret West,Turbo,Medical Clinic,Private Practice - General Practitioner,Kibulgeng,Kibulgeng,NaN,ELDORET NORTH,Eldoret,0.0,0.0,Unknown,Eldoret,Unknown,Unknown,N,N,Operational
18727,Umoja Medical Clinic (Imenti North),Eastern,Meru,Imenti North,Miriga Mieru West,Medical Clinic,Private Practice - Clinical Officer,Municipality,Township,Situated at Mungania House,NORTH IMENTI,Meru Town,0.0,0.0,P.O Box 1771,Meru,Earnest Gitonga,Clinical Officer,N,Y,Operational
11134,Umoja Medical Clinic (Muranga North),Central,Murang'a,Kiharu,Kiharu,Medical Clinic,Private Enterprise (Institution),Gaturi,Gathukiini,NaN,KIHARU,Muranga,0.0,0.0,P.O Box  24,Murang'a,Unknown,Unknown,N,N,Operational
19627,Umoja Medical Clinic- Bombolulu,Coast,Mombasa,Kisauni,Kisauni,Medical Clinic,Private Practice - Clinical Officer,Kongowea,Bombolulu,"Along Malindi Road, at Kisimani",KISAUNI,Kongowea,0.0,0.0,Unknown,Unknown,Evand Nyayemu,Clinical Officer,N,Y,Operational
18233,Umoja VCT Centre Stand Alone,Nairobi,Nairobi,Embakasi West,Embakasi,VCT Centre (Stand-Alone),Non-Governmental Organizations,Umoja,Umja Innercore,Unity Primary School,EMBAKASI WEST,Umoja II Stage Market,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N,N,Operational
20242,Unga Dispensary,Nyanza,Homa Bay,Ndhiwa,NaN,Dispensary,Ministry of Health,NaN,NaN,NaN,NDHIWA,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N,N,Operational
12823,Ung'atu Dispensary,Eastern,Kitui,Kisasi,Chuluni,Dispensary,Ministry of Health,Mbusyani,Mukameni,NaN,KITUI CENTRAL,Kitui,0.0,0.0,P.O Box P.O. Box 22,Kitui,Alfred Kimweli,Nursing Officer in Charge,N,N,Operational
15761,Unilever Central Hospital,Rift Valley,Kericho,Kericho,Ainamoi,Other Hospital,Private Enterprise (Institution),Ainamoi,Township,NaN,AINAMOI,Kericho,12.0,4.0,Unknown,Kericho,Carolyn  Cheruiyot,Nursing Officer in Charge,Y,Y,Operational
16181,Union Medical Dispensary,Coast,Kilifi,Rabai,Rabai,Dispensary,Other Faith Based,Ruruma,Mleji,Next to masjid Mosque,KALOLENI,Mazeras,0.0,0.0,P.O Box 89091,Mazeras,David Chidzungu,Nursing Officer in Charge,N,N,Operational
18036,Unique Medical Clinic (Moyale),Eastern,Marsabit,Moyale,Central,Medical Clinic,Private Practice - Nurse / Midwife,Township,Townshop,NaN,SAKU,Moyale,0.0,0.0,Unknown,Moyale,Unknown,Nursing Officer in Charge,N,Y,Operational
11135,Unique Tambaya Medical Clinic,Central,Nyeri,Mukurweini,Mukurweini,Medical Clinic,Private Practice - Nurse / Midwife,Gakindu,Ruthanji,NaN,MUKURWEINI,Tambaya,0.0,0.0,P.O Box P.O. Box 29,Mukurweini,Unknown,Unknown,N,N,Operational
17032,Unison Medical Clinic,Rift Valley,Laikipia,Laikipia West,Rumuruti,Medical Clinic,Private Practice - Clinical Officer,Rumuruti,Rumuruti Town,"Same building with Checkpoint  Supermarket from Tumaini Women Building , Post office.",LAIKIPIA WEST,Rumuruti Town,2.0,0.0,P.O Box 14671,Nakuru,Franklin K. Chirchir,Clinical Officer,N,Y,Operational
19948,United States International University VCT,Nairobi,Nairobi,Roysambu,Roysambu,VCT Centre (Stand-Alone),Private Practice - Unspecified,Roysambu,Roysambu,off thika rd ,ROYSAMBU,Behind safari park Hotel,0.0,0.0,P.O Box 14634,Nairobi,Lucy w.Kung'u,Unknown,N,N,Operational
19399,Unity Health Care,Nairobi,Nairobi,Roysambu,Kasarani,Medical Clinic,Private Practice - General Practitioner,Kahawa,Kahawa,Thika Road off Kamiti Road,ROYSAMBU,Near Catholic church Kahawa West,0.0,0.0,Unknown,Unknown,Kinyuwel Saxwel,Medical Superintendant,N,Y,Operational
21194,Unity Medical Clinic,Central,Kiambu,Ruiru,Witeithie,Medical Clinic,Private Practice - Nurse / Midwife,Witeithie,Witeithie,Adjacent to the Main stage in Witeithie ( Along Thika Superhighway),JUJA,Witeithie,0.0,0.0,P.O Box 102823,Nairobi,Charles Mutunga,Nursing Officer in Charge,N,N,Operational
18334,Unity Nursing Home,Nairobi,Nairobi,Embakasi West,Embakasi,Nursing Home,Private Practice - General Practitioner,Umoja ,Umoja II,Near Matatu Terminus Umoja II,EMBAKASI WEST,"Near Chief""s Office Umoja II",7.0,0.0,P.O Box 1852,Nairobi,Trufosa Omondi,Nursing Officer in Charge,Y,Y,Operational
18907,Universal M Clinic,Eastern,Meru,Meru Central,Abothuguchi East,Medical Clinic,Private Practice - General Practitioner,Gaitu East,Gitiye,Located in Chaaria market,CENTRAL IMENTI,Chaaria Market,0.0,0.0,Unknown,Unknown,Dr. Oboka,Doctor In Charge,N/A,N/A,Operational
12824,Universal Medical Clinic,Eastern,Embu,Embu East,Kyeni,Medical Clinic,Private Enterprise (Institution),Kyeni North,Mufu,Embu - Meru road at Kyeni Junction Market,RUNYENJES,Runyenjes,0.0,0.0,Please specify P.O. Box 1756,Embu,Jane K. Njeru,Nursing Officer in Charge,N,Y,Operational
19710,Universal Medical Clinic (Nyeri North),Central,Nyeri,Kieni East,Kieni East,Medical Clinic,Private Practice - Nurse / Midwife,Kiamathaga,Mwichuiri,In Soweto Shopping Centre,KIENI,Soweto,0.0,0.0,Unknown,Unknown,Rhoda B. Thuo,Nursing Officer in Charge,N,Y,Operational
19292,Universal Medical Clinic (Samburu),Rift Valley,Samburu,Samburu Central,Lorroki,Medical Clinic,Private Practice - Nurse / Midwife,Kisima,Kisima,In  mid of shopping centre,SAMBURU WEST,Kisima shopping Centre,0.0,0.0,P.O Box 133,Maralal,Stephen Lerapu,Nursing Officer in Charge,N,Y,Pending Opening
17634,University of East Africa-Baraton VCT,Rift Valley,Nandi,Chesumei,Kapsabet,VCT Centre (Stand-Alone),Academic (if registered),Chemundu,Baraton,"_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
Within the university premises",EMGWEN,Kapsabet,0.0,0.0,Unknown,Kapsabet,Sara Maradufu,Unknown,N,N,Not-Operational
18352,University of Nairobi Centre of HIV Prevention and,Eastern,Makueni,Makindu,Makindu  ,Medical Centre,Private Practice - General Practitioner,Makindu ,Manyatta,At Makindu town opposite Nairobi Bus stage.,KIBWEZI,Makindu ,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N,N,Operational
13242,University of Nairobi Dispensary,Nairobi,Nairobi,Dagoretti North,Kilimani,Dispensary,Parastatal,Kilimani,NaN,NaN,DAGORETTI NORTH,Nairobi,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N,N,Operational
19527,University of Nairobi Health Services,Nairobi,Nairobi,Dagoretti North,Kilimani,Medical Clinic,Other Public Institution,Kilimani,NaN,NaN,DAGORETTI NORTH,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Y,Y,Operational
20098,University of Nairobi Institute of Tropical and Infections Disease (UNITID),Nairobi,Nairobi,Kibra,KNH,Training Institution in Health (Stand-alone),Parastatal,KHN,NaN,Next to KNH Morgue,KIBRA,KHN Hospital,0.0,0.0,P.O Box 19676,Unknown,Dr Judas Oyugi,Medical Superintendant,N,N,Operational
20448,University Of Nairobi Kitui Drop In Centre,Eastern,Kitui,Kitui Central,Central,Medical Clinic,Other Public Institution,Township,Township,Within Kitui District Hospital,KITUI CENTRAL,Kitui,0.0,0.0,P.O Box 19676,Nairobi,Peter Mburugu,Nursing Officer in Charge,N,N,Operational
21144,University of Nairobi MARPS Project,Eastern,Machakos,Machakos,Central,Medical Clinic,Academic (if registered),Central,Township,Next to  APDK Dispensary,MACHAKOS TOWN,Next to  APDK Dispensary,0.0,0.0,P.O Box 19676,Nairobi,MaryAnn  Murithi,Nursing Officer in Charge,N,N,Operational
18518,University of Nairobi Marps Project Clinic,Central,Nyeri,Nyeri Central,Nyeri Municipality,Medical Clinic,Other Public Institution,Mukaro,Kamakwa,Within the compound of the DMOH Nyeri South District,NYERI TOWN,Nyeri Town,0.0,0.0,P.O Box 19676,Nairobi,Dr Ephantus Wanjema,Doctor In Charge,N,N,Operational
21117,University of Nairobi MARPS Project Embu DICE,Eastern,Embu,Manyatta,Manyatta,Health Project,Ministry of Health,Kirimari,Kamiu,NaN,MANYATTA,Embu Town,0.0,0.0,P.O Box 33,Embu,Gibborns Musaline Otieno,Nursing Officer in Charge,N,N,Operational
20203,University of Nairobi Marps Project Mwingi,Eastern,Kitui,Mwingi Central,Central,Medical Clinic,State Coorporation,Central,Central,Located in Mwingi District Hospital Compound,MWINGI SOUTH,Mwingi Town,0.0,0.0,P.O Box 16,Mwingi,Noah Samburu,Clinical Officer,N,N,Operational
18427,University of Nairobi Staff Students Clinic,Coast,Mombasa,Mvita,Island,Medical Clinic,Parastatal,Ganjoni,Ganjoni,Along Moi Avenue at Uni Plaza,MVITA,Majengo Market,0.0,0.0,P.O Box 30197,Mombasa,Michael Mwenda,Nursing Officer in Charge,N,Y,Operational
11136,Unjiru Health Centre,Central,Nyeri,Tetu,Tetu,Health Centre,Ministry of Health,Karundu,Kiandu,NaN,TETU,Kiandu,7.0,0.0,P.O Box  12039,Nyeri,Joseph Thiongo,Clinical Officer,N,N,Operational
19285,Unmet Health Foundation,Nairobi,Nairobi,Ruaraka,Ruaraka,Medical Clinic,Private Practice - General Practitioner,Ruaraka,Utalii,Thika road behind KCA University,RUARAKA,Just behind KCA University,0.0,0.0,Unknown,Unknown,Antony Karani,Clinical Officer,N,Y,Operational
18345,Uon Thika Drop In Centre Ii (Chivpr),Central,Kiambu,Thika West,Thika  West,Medical Clinic,Private Enterprise (Institution),Biashara,Township,Located in sawa house in Thika town opposite Murata Sacco,JUJA,Thika ,0.0,0.0,P.O Box 19676,Nairobi,Samson Musau,Clinical Officer,N,Y,Operational
17243,Upec Chebaiywa Dispensary,Rift Valley,Uasin Gishu,Eldoret West,Turbo,Dispensary,Other Faith Based,Ngenyilel,Osorongai,NaN,ELDORET NORTH,Turbo,0.0,0.0,P.O Box 590,Turbo,Kitur,Clinical Officer,N,N,Operational
18726,Upendo Clinic,Eastern,Meru,Imenti North,Miriga Mieru West,Medical Clinic,Private Practice - Unspecified,Municipality,Township,NaN,NORTH IMENTI,Meru Town,0.0,0.0,P.O Box 1789,Meru,Rael Mwari Riungu,Nursing Officer in Charge,N/A,N/A,Operational
12825,Upendo Clinic (Imenti North),Eastern,Meru,Buuri,Buuri,Medical Clinic,Private Enterprise (Institution),Kiirua,Nkando,NaN,NORTH IMENTI,Meru,0.0,0.0,P.O Box P.O. Box 8,Meru,Unknown,Unknown,N,N,Operational
16155,Upendo Clinic (Navakholo),Western,Kakamega,Kakamega Central (Lurambi),Navakholo,Medical Clinic,Private Enterprise (Institution),Bunyala West,Lusumu,NaN,LURAMBI,Malaha Mkt,0.0,0.0,P.O Box P.O. Box 1,MALAHA,Anne Makokha,Unknown,N,N,Operational
19476,Upendo Clinic Makadara,Nairobi,Nairobi,Makadara,Makadara ,Medical Clinic,Private Practice - Nurse / Midwife,Makadara,Hamza,NaN,MAKADARA,Hamza,0.0,0.0,Unknown,Unknown,Dannington Otiato,Nursing Officer in Charge,N,N,Operational
13243,Upendo Dispensary,Nairobi,Nairobi,Mathare,Central,Dispensary,Ministry of Health,Mathare,NaN,NaN,MATHARE,Nairobi,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N,N,Operational
11870,Upendo Health Care Clinic,Coast,Kilifi,Malindi,Langobaya,Medical Clinic,Private Enterprise (Institution),Jilore,Kakoneni,Along Malindi Tsavo road Opposite Kakoneni dispensary road,MALINDI,Malindi,0.0,0.0,P.O Box 1202,Malindi,Emmanuel Mwandenge,Nursing Officer in Charge,N,N,Operational
11137,Upendo Medical Care,Central,Nyeri,Tetu,Tetu,Medical Clinic,Private Practice - Nurse / Midwife,Thegenge,Gathuthi,NaN,TETU,Ndugamano,0.0,0.0,P.O Box P.O. Box 12319,Nyeri,Dishon K.Ndungu,Unknown,N,N,Operational
19375,Upendo Medical Centre (Githurai 44),Nairobi,Nairobi,Roysambu,Kasarani,Medical Clinic,Private Practice - General Practitioner,Githurai,Githurai,just behind auncle sams bar,ROYSAMBU,just behind auncle sams bar,0.0,0.0,Unknown,Unknown,Dr A. Njeni,Medical Superintendant,N,Y,Operational
19367,Upendo Medical Clinic,Western,Kakamega,Khwisero,East Division,Medical Clinic,Private Practice - Nurse / Midwife,Wambulishe,Wambulishe,NaN,KHWISERO,Khwisero Market,0.0,0.0,P.O Box 31,Khwisero,Dorrice Ambundo,Nursing Officer in Charge,N,Y,Operational
12826,Upendo Medical Clinic (Kitui),Eastern,Kitui,Kitui West,Kauwi,Medical Clinic,Private Enterprise (Institution),Kauwi,Kauwi,In Kabati Town,KITUI WEST,Kabati,0.0,0.0,P.O Box 111 Kabati,Kabati,Frediner Kathini Kyatha,Nursing Officer in Charge,N,Y,Operational
16640,Upendo Medical Laboratory,Eastern,Meru,Imenti North,Miriga Mieru West,Medical Clinic,Private Enterprise (Institution),NaN,NaN,NaN,NORTH IMENTI,Meru,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N,N,Operational
18062,Upendo VCT Centre,Nyanza,Homa Bay,Homa Bay,Asego,VCT Centre (Stand-Alone),Non-Governmental Organizations,Homa bay Town,Homa Bay Town,NaN,RANGWE,Homa Bay,0.0,0.0,P.O Box 52,Homa Bay,Unknown,Unknown,N,N,Operational
11138,Uplands Forest Dispensary,Central,Kiambu,Lari,Lari,Dispensary,Ministry of Health,Lari,Lari,Inside Uplands Forest 3KM from Uplands Town,LARI,Uplands,0.0,0.0,P.O Box P.O. Box 106,UPLANDS,Elizabeth Mukami,Nursing Officer in Charge,N,N,Operational
15763,Upper Solai Health Centre,Rift Valley,Nakuru,Subukia,Mbogoine,Health Centre,Ministry of Health,Solai,Nyadundo,NaN,SUBUKIA,Subukia,6.0,4.0,P.O Box P.O. Box 1214,Nakuru,Daniel Maucha,Clinical Officer,Y,Y,Operational
17183,Uradi Health Centre,Nyanza,Siaya,Siaya,Uranga,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,East Alego,Uraga,"Siaya- Rwamba route -Nyandoroi,at Uraga market",ALEGO,Uraga Market,18.0,6.0,P.O Box 144,Siaya,Sr. Anna,Nursing Officer in Charge,Y,Y,Operational
18142,Urafiki Medical Clinic,Rift Valley,Kajiado,Isinya,Olturoto,Dispensary,Private Enterprise (Institution),Kisaju,Kisaju,Kitengela Namanga Road,KAJIADO NORTH,Isinya,0.0,0.0,P.O Box 24,Isinya,Maria,Nursing Officer in Charge,N,Y,Operational
20756,Urah Dispensary,Rift Valley,Samburu,Samburu North,Ndoto,Dispensary,Ministry of Health,Lesirikan,Urah,facility is located in Urah sub-location,SAMBURU WEST,Loikumkum,1.0,0.0,Unknown,Unknown,Unknown,Unknown,N/A,N/A,Not-Operational
12828,Uran Health Centre,Eastern,Marsabit,Sololo,Uran,Health Centre,Ministry of Health,Uran,Uran,NaN,MOYALE,Uran,0.0,0.0,P.O Box P.O. Box 57,Moyale,Faith Mutheu,Clinical Officer,N,N,Operational
14159,Urenga Dispensary,Nyanza,Siaya,Ugenya,Ukwala,Dispensary,Ministry of Health,North East Ugenya,Jera,NaN,UGENYA,Sigomere Market,0.0,0.0, ,Unknown,Dr.Raute,Unknown,N,N,Operational
12829,Uringu Health Centre,Eastern,Meru,Tigania West,Tigania West,Health Centre,Ministry of Health,Uringu,Uringu,"meru maua road,branch immediately after njiru market on your right about 2kms",TIGANIA WEST,Kianjai,12.0,2.0,P.O Box P.O. Box 39,Kianjai,Onesmus Muasya,Clinical Officer,Y,Y,Operational
14160,Uriri Dispensary,Nyanza,Siaya,Gem,Wagai,Dispensary,Ministry of Health,North East Gem,Uriri,NaN,GEM,Wagai(Ondisore)Shopping Centre,0.0,0.0, ,Unknown,Chrspine Odhiambo,Unknown,N,N,Operational
14161,Uriri Health Centre,Nyanza,Migori,Uriri,Uriri,Health Centre,Ministry of Health,Central Kanyamkago,Katieno Ii,Within Uriri Center,URIRI,Uriri,0.0,0.0,P.O Box P.O. Box 117,Sare,Rose Awuor Odek,Nursing Officer in Charge,N,N,Operational
11139,Uruku Dispensary,Central,Nyandarua,Nyandarua North,Ndaragwa,Dispensary,Ministry of Health,Kahutha,Uruku,NaN,NDARAGWA,Ndaragwa,0.0,0.0,Unknown,Unknown,Nahashon Karumba,Nursing Officer in Charge,N,N,Operational
12830,Uruku GK Dispensary,Eastern,Meru,Imenti South,Nkuene,Dispensary,Ministry of Health,Nkuene,Uruku,Along chuka -Meru road in Uruku GK prison,SOUTH IMENTI,Nkubu Town,0.0,0.0,P.O Box 76,Kanyakine,Agnes Kithinji,Nursing Officer in Charge,N,N,Operational
12831,Uruku Health Centre,Eastern,Meru,Imenti South,Nkuene,Health Centre,Ministry of Health,Nkuene,Uruku,Along Chuka-Meru road Near Mikumbune market,SOUTH IMENTI,Nkubu  Town,0.0,0.0,P.O Box 76,Kanyakine,Catherine Mwikali,Clinical Officer,Y,Y,Operational
21217,Urum Dispensary,Rift Valley,Turkana,Loima,Loima,Dispensary,Ministry of Health,Loima,Lokiriama,Lokiriama road ,LOIMA,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N/A,N/A,Pending Opening
14162,Usao Health Centre,Nyanza,Homa Bay,Mbita,Mbita,Health Centre,Ministry of Health,Gembe East,Usao,NaN,MBITA,Homa Bay,2.0,0.0,P.O Box 50 ,Mbita,Christopher Alosi,Nursing Officer in Charge,N,N,Operational
14163,Usenge Dispensary,Nyanza,Siaya,Bondo,Usigu,Dispensary,Ministry of Health,W Yimbo,Usenge,NaN,BONDO,Usenge,1.0,0.0, ,Unknown,Ester Ochieng,Unknown,N,N,Operational
13245,Ushirika Medical Clinic,Nairobi,Nairobi,Kibra,Kibra,Health Centre,Community,Sarang'Ombe,Kianda,Kibera Bus Terminus No.32 next to Kibera Railway Station,KIBRA,Kianda,18.0,0.0,P.O Box 3260,Nairobi,Unknown,Unknown,Y,Y,Operational
18949,Ushirika Medical Clinic Maara,Eastern,Tharaka Nithi,Maara,Chogoria,Medical Clinic,Private Enterprise (Institution),Chogoria,Chogoria,Located behind KCB,THARAKA,Chogoria,0.0,0.0,P.O Box 190,Chogoria,Wilfred Kinyua,Nursing Officer in Charge,N,Y,Operational
18364,Usiani Dispensary,Eastern,Kitui,Kitui West,Miambani,Dispensary,Ministry of Health,Usiani,Usiani,Usiani Market,KITUI CENTRAL,Usiani,0.0,0.0,P.O Box 19,Kabati,Esther Nduku Musyoka,Nursing Officer in Charge,N,N,Operational
14164,Usigu Dispensary,Nyanza,Siaya,Bondo,Usigu,Dispensary,Ministry of Health,C Yimbo,Usigu,NaN,BONDO,Usigu,2.0,0.0, ,Unknown,Douglas Malowa,Unknown,N,N,Operational
16664,Usoma Dispensary,Nyanza,Kisumu,Kisumu West,Winam,Dispensary,Local Authority,Central Kisumu,Bandani,NaN,KISUMU TOWN EAST,Otonglo,2.0,0.0,P.O Box 486,Kisumu,Jane Ambiyo,Nursing Officer in Charge,N,N,Operational
12832,Usueni Dispensary,Eastern,Kitui,Tseikuru,Musavani,Dispensary,Ministry of Health,Musavani,Usueni,NaN,MWINGI NORTH,Usueni,0.0,0.0,P.O Box 613,Mwingi,Piera Nyaga,Nursing Officer in Charge,N,N,Operational
11873,Utange Dispensary,Coast,Mombasa,Kisauni,Kisauni,Dispensary,Local Authority,Bamburi,Utange,Along Old Malindi road near Utange Primary School,KISAUNI,Shanzu - Mombasa,0.0,0.0,P.O Box 90441,Mombasa,Naima Ibrahim,Nursing Officer in Charge,N,N,Operational
17838,Utangwa Dispensary,Eastern,Makueni,Mbooni West,Mbooni,Dispensary,Ministry of Health,Utangwa,Utangwa,NaN,MBOONI,Utangwa,0.0,0.0,Unknown,Unknown,Phyllis Daniel,Nursing Officer in Charge,N,N,Operational
13448,Utawala Dispensary,North Eastern,Garissa,Garissa,Central,Dispensary,Other Public Institution,Township,Galbet,Chief camp compound,DUJIS,Garissa Ndogo,0.0,0.0,P.O Box  256,Garissa,Herman Ambaka,Clinical Officer,N,N,Operational
18464,Utawala Estate Health Centre,Nairobi,Nairobi,Embakasi East,Embakasi,Health Centre,Private Practice - Clinical Officer,Utawala,Utawala,Near Utawala Junction Of Eastern Bypass  Road,EMBAKASI EAST,Nairobi,10.0,3.0,P.O Box 1445,Nairobi,Thomas Atela Nyailundi,Clinical Officer,Y,Y,Operational
11141,Uthiru Dispensary,Central,Kiambu,Kikuyu,Kikuyu,Dispensary,Ministry of Health,Kinoo,Uthiru,Near Chief's Camp (Gichagi),KABETE,Uthiru,0.0,0.0,P.O Box 157,Wangige,Esther Njoroge,Clinical Officer,N,N,Operational
18628,Uthiru Muthua Dispensary,Nairobi,Nairobi,Dagoretti South,Waithaka,Dispensary,Ministry of Health,Uthiru,NaN,NaN,DAGORETTI SOUTH,uthiru,0.0,0.0,Unknown,Unknown,lucy,Nursing Officer in Charge,N,N,Operational
19796,Utugi (Olk) Medical Clinic,Central,Nyandarua,Nyandarua Central,Olkalou,Medical Clinic,Private Practice - Clinical Officer,Olkalou,Olkalou,Market RD opp. Rastas supermaeket,OL KALOU,Olkalou,0.0,0.0,P.O Box 421,Olkalou,Gatambu S Kariuki,Clinical Officer,N,N/A,Operational
12833,Utugi Medical Clinic,Eastern,Embu,Mbeere South,Gachoka,Medical Clinic,Private Enterprise (Institution),Mbeti South ,Gachoka,NaN,GACHOKA,Gachoka,0.0,0.0,Unknown,Unknown,Unknown,Unknown,N,N,Operational
18193,Utugi Medical Clinic Kitengela,Rift Valley,Kajiado,Kajiado North,Kitengela,Medical Clinic,Private Practice - Nurse / Midwife,Noonkopir,Noonkopir,Next to Trade Centre Kitengela,KAJIADO NORTH,Kitengela,0.0,0.0,P.O Box 60733,Nairobi,Esther Njoki Kimani,Nursing Officer in Charge,N,Y,Pending Opening
12834,Utulivu Clinic,Eastern,Embu,Manyatta,Nembure,Medical Clinic,Private Enterprise (Institution),Makengi,Kevote,NaN,MANYATTA,Kevote,0.0,0.0,Unknown,Embu,Unknown,Unknown,N,N,Not-Operational
20110,Utuneni Dispensary,Eastern,Makueni,Mbooni East,Kiteta,Dispensary,Ministry of Health,NgiluniI,Utuneni,Located Near Utuneni Market,MBOONI,Utuneni Market,4.0,2.0,Unknown,Unknown,Mr. Muli,Nursing Officer in Charge,N,N,Operational
20338,Uturini Community Dispensary,Eastern,Tharaka Nithi,Tharaka South,South Tharaka,Dispensary,Ministry of Health,Kamarandi,Uturini,Matiri-Kamanyaki Road,THARAKA,Chiakariga,0.0,0.0,P.O Box 11,Chiakariga,Morris Murithi Marundu,Nursing Officer in Charge,N,N,Operational
20973,Utwiini Dispensary,Eastern,Makueni,Mbooni West,Kitundu,Dispensary,Ministry of Health,Utangwa,Utangwa,NaN,MBOONI,Utwiini,2.0,2.0,Unknown,Unknown,Unknown,Unknown,N/A,N/A,Pending Opening
17441,Uvete Dispensary,Eastern,Makueni,Mukaa,Kilome,Dispensary,Ministry of Health,Kitaingo,Kitaingo,Near  Kilome Market,KILOME,Kilome market,0.0,0.0,P.O Box 56,Nunguni,D Kimeu,Nursing Officer in Charge,Y,Y,Operational
17845,Uviluni Dispensary,Eastern,Makueni,Mbooni East,Kako,Dispensary,Ministry of Health,Kako,Mbimbini,NaN,MBOONI,Uviluni Market,4.0,0.0,P.O Box 165,Wote,Anne Nthenya Mawia,Nursing Officer in Charge,N,N,Operational
16741,Uvoosyo Medical Clinic,Eastern,Machakos,Matungulu,Kyanzavi ,Medical Clinic,Private Enterprise (Institution),Kyeleni,Kyeleni,NaN,KANGUNDO,Kyeleni,0.0,0.0,Unknown,Unknown,P. Muinde,Unknown,N,N,Operational
14165,Uyawi Dispensary,Nyanza,Siaya,Bondo,Nyang'Oma,Dispensary,Ministry of Health,C Sakwa,Uyawi,NaN,BONDO,Nango,2.0,0.0, ,Unknown,Kennedy Ndiemo,Unknown,N,N,Operational
